0.006225       0              0              
0.018675       0              0              
0.031125       0              0              
0.043575       0              0              
0.056025       0              0              
0.068475       4.01606e-06    4.01606e-06    
0.080925       4.01606e-06    4.01606e-06    
0.093375       4.01606e-06    4.01606e-06    
0.105825       4.01606e-06    4.01606e-06    
0.118275       8.03213e-06    5.67957e-06    
0.130725       0              0              
0.143175       0              0              
0.155625       0              0              
0.168075       4.01606e-06    4.01606e-06    
0.180525       2.00803e-05    8.98019e-06    
0.192975       4.01606e-06    4.01606e-06    
0.205425       4.01606e-06    4.01606e-06    
0.217875       4.01606e-06    4.01606e-06    
0.230325       1.60643e-05    8.03213e-06    
0.242775       2.00803e-05    8.98019e-06    
0.255225       2.00803e-05    8.98019e-06    
0.267675       4.01606e-06    4.01606e-06    
0.280125       1.20482e-05    6.95603e-06    
0.292575       1.60643e-05    8.03213e-06    
0.305025       8.03213e-06    5.67957e-06    
0.317475       1.20482e-05    6.95603e-06    
0.329925       8.03213e-06    5.67957e-06    
0.342375       4.01606e-06    4.01606e-06    
0.354825       1.20482e-05    6.95603e-06    
0.367275       3.21285e-05    1.13591e-05    
0.379725       4.01606e-06    4.01606e-06    
0.392175       8.03213e-06    5.67957e-06    
0.404625       1.60643e-05    8.03213e-06    
0.417075       4.01606e-06    4.01606e-06    
0.429525       4.01606e-06    4.01606e-06    
0.441975       1.60643e-05    8.03213e-06    
0.454425       2.00803e-05    8.98019e-06    
0.466875       1.60643e-05    8.03213e-06    
0.479325       1.60643e-05    8.03213e-06    
0.491775       1.20482e-05    6.95603e-06    
0.504225       8.03213e-06    5.67957e-06    
0.516675       2.40964e-05    9.83731e-06    
0.529125       2.81124e-05    1.06255e-05    
0.541575       1.60643e-05    8.03213e-06    
0.554025       2.00803e-05    8.98019e-06    
0.566475       1.60643e-05    8.03213e-06    
0.578925       8.03213e-06    5.67957e-06    
0.591375       4.41767e-05    1.33198e-05    
0.603825       3.21285e-05    1.13591e-05    
0.616275       2.81124e-05    1.06255e-05    
0.628725       3.21285e-05    1.13591e-05    
0.641175       2.81124e-05    1.06255e-05    
0.653625       1.60643e-05    8.03213e-06    
0.666075       2.40964e-05    9.83731e-06    
0.678525       3.21285e-05    1.13591e-05    
0.690975       4.01606e-05    1.26999e-05    
0.703425       2.81124e-05    1.06255e-05    
0.715875       2.40964e-05    9.83731e-06    
0.728325       4.01606e-06    4.01606e-06    
0.740775       1.60643e-05    8.03213e-06    
0.753225       2.81124e-05    1.06255e-05    
0.765675       4.01606e-05    1.26999e-05    
0.778125       2.00803e-05    8.98019e-06    
0.790575       4.41767e-05    1.33198e-05    
0.803025       2.40964e-05    9.83731e-06    
0.815475       4.41767e-05    1.33198e-05    
0.827925       4.41767e-05    1.33198e-05    
0.840375       2.81124e-05    1.06255e-05    
0.852825       1.60643e-05    8.03213e-06    
